注文ID,注文日,顧客ID,顧客タイプ,商品カテゴリ,商品名,単価,数量,売上金額,都道府県,支払方法
K004350,2024-08-28,C0026,法人,文具,クリアファイル（20枚）,567,36,20412,愛知,クレジットカード
K002631,2024-08-28,C0109,個人,OA用品,電卓,1840,3,5520,神奈川,クレジットカード
K002279,2024-08-29,C0102,個人,文具,ボールペン（10本）,932,10,9320,福岡,クレジットカード
K000347,2024-08-29,C0049,個人,OA用品,LANケーブル（5m）,3140,3,9420,福岡,クレジットカード
K002750,2024-08-29,C0170,法人,生活用品,ゴミ袋（90L・50枚）,2417,2,4834,福岡,請求書払い
K001175,2024-08-29,C0115,個人,文具,クリアファイル（20枚）,1034,21,21714,大阪,クレジットカード
K002098,2024-08-29,C0127,個人,OA用品,コピー用紙（A4・500枚）,5052,1,5052,福岡,代金引換
K001959,2024-08-29,C0257,法人,文具,ボールペン（10本）,419,8,3352,東京,銀行振込
K004958,2024-08-29,C0115,個人,生活用品,紙コップ（100個）,1128,11,12408,東京,クレジットカード
K001299,2024-08-29,C0055,法人,文具,ノート（A4・5冊）,658,12,7896,大阪,請求書払い
K003888,2024-08-29,C0020,個人,文具,ノート（A4・5冊）,533,15,7995,大阪,クレジットカード
K000102,2024-08-29,C0244,法人,オフィス家具,オフィスチェア,10010,1,10010,愛知,クレジットカード
K002167,2024-08-29,C0114,法人,オフィス家具,書庫（スチール）,13629,4,54516,愛知,銀行振込
K004800,2024-08-29,C0265,法人,文具,ノート（A4・5冊）,480,3,1440,福岡,クレジットカード
K002329,2024-08-29,C0199,法人,OA用品,コピー用紙（A4・500枚）,1430,10,14300,北海道,請求書払い
K002823,2024-08-29,C0126,法人,文具,ボールペン（10本）,275,6,1650,東京,請求書払い
K001883,2024-08-29,C0057,法人,文具,ボールペン（10本）,476,6,2856,福岡,銀行振込
K003366,2024-08-29,C0086,個人,OA用品,電卓,5035,1,5035,北海道,代金引換
K002127,2024-08-29,C0145,法人,オフィス家具,パーテーション,8505,4,34020,神奈川,請求書払い
K002351,2024-08-29,C0055,法人,生活用品,紙コップ（100個）,1703,15,25545,北海道,請求書払い
K001787,2024-08-29,C0031,個人,OA用品,電卓,1475,4,5900,大阪,クレジットカード
K003463,2024-08-29,C0067,個人,OA用品,LANケーブル（5m）,1365,4,5460,東京,クレジットカード
K004866,2024-08-29,C0069,個人,食品飲料,スティックスープ,437,13,5681,東京,代金引換
K001226,2024-08-30,C0188,法人,OA用品,USBメモリ32GB,2350,1,2350,北海道,請求書払い
K001784,2024-08-30,C0159,法人,文具,ボールペン（10本）,663,30,19890,東京,請求書払い
K003111,2024-08-30,C0214,個人,文具,付箋セット,698,6,4188,東京,クレジットカード
K000088,2024-08-30,C0051,法人,オフィス家具,パーテーション,7567,1,7567,北海道,請求書払い
K001429,2024-08-30,C0106,個人,OA用品,コピー用紙（A4・500枚）,5730,1,5730,大阪,クレジットカード
K004215,2024-08-30,C0135,個人,OA用品,コピー用紙（A4・500枚）,1862,6,11172,東京,クレジットカード
K002400,2024-08-30,C0141,個人,オフィス家具,オフィスチェア,5110,1,5110,大阪,クレジットカード
K000304,2024-08-30,C0214,個人,生活用品,ゴミ袋（90L・50枚）,966,5,4830,東京,クレジットカード
K002576,2024-08-31,C0051,法人,オフィス家具,デスクトップワゴン,3808,2,7616,東京,請求書払い
K004015,2024-09-01,C0251,法人,OA用品,コピー用紙（A4・500枚）,4678,10,46780,東京,請求書払い
K001683,2024-09-01,C0249,個人,OA用品,USBメモリ32GB,2535,4,10140,埼玉,クレジットカード
K000780,2024-09-01,C0125,法人,オフィス家具,パーテーション,7266,3,21798,東京,請求書払い
K002812,2024-09-01,C0058,法人,オフィス家具,パーテーション,4984,3,14952,北海道,請求書払い
K001578,2024-09-01,C0053,法人,生活用品,ハンドソープ詰替,1636,4,6544,東京,請求書払い
K001707,2024-09-01,C0162,個人,オフィス家具,パーテーション,9380,1,9380,東京,クレジットカード
K004228,2024-09-01,C0299,法人,食品飲料,個包装菓子アソート,562,14,7868,愛知,請求書払い
K000592,2024-09-01,C0075,法人,生活用品,紙コップ（100個）,500,7,3500,埼玉,銀行振込
K004414,2024-09-01,,法人,OA用品,トナーカートリッジ,1928,1,1928,福岡,銀行振込
K001957,2024-09-01,C0065,法人,食品飲料,スティックスープ,1086,9,9774,東京,請求書払い
K003028,2024-09-01,C0154,法人,オフィス家具,パーテーション,4011,1,4011,愛知,銀行振込
K002178,2024-09-01,C0115,個人,オフィス家具,デスクトップワゴン,4473,3,13419,東京,クレジットカード
K000201,2024-09-01,,個人,OA用品,LANケーブル（5m）,4660,4,18640,北海道,代金引換
K001929,2024-09-01,C0253,法人,OA用品,トナーカートリッジ,1820,1,1820,福岡,請求書払い
K000356,2024-09-01,C0171,個人,生活用品,紙コップ（100個）,972,10,9720,大阪,請求書払い
K004876,2024-09-01,C0136,法人,生活用品,ハンドソープ詰替,1514,31,46934,神奈川,請求書払い
K004596,2024-09-02,,個人,OA用品,USBメモリ32GB,1635,2,3270,東京,クレジットカード
K002580,2024-09-02,C0122,法人,生活用品,ハンドソープ詰替,1068,4,4272,大阪,銀行振込
K002399,2024-09-02,C0051,法人,OA用品,電卓,3495,4,13980,東京,請求書払い
K000362,2024-09-02,C0221,個人,文具,ボールペン（10本）,565,3,1695,埼玉,クレジットカード
K004710,2024-09-02,C0166,法人,オフィス家具,パーテーション,12152,2,24304,東京,クレジットカード
K000175,2024-09-02,C0127,個人,文具,クリアファイル（20枚）,464,6,2784,東京,クレジットカード
K004334,2024-09-02,C0109,個人,文具,修正テープ,822,4,3288,北海道,クレジットカード
K003596,2024-09-02,C0114,法人,OA用品,LANケーブル（5m）,2450,4,9800,愛知,銀行振込
K002717,2024-09-02,C0289,法人,オフィス家具,パーテーション,11235,1,11235,大阪,請求書払い
K000239,2024-09-02,C0200,法人,文具,付箋セット,260,15,3900,東京,請求書払い
K003065,2024-09-02,C0283,個人,OA用品,トナーカートリッジ,4450,5,22250,神奈川,クレジットカード
K002671,2024-09-02,C0280,法人,OA用品,コピー用紙（A4・500枚）,1482,1,1482,福岡,請求書払い
K004833,2024-09-02,C0151,法人,OA用品,電卓,2720,3,8160,東京,クレジットカード
K004393,2024-09-02,C0086,個人,生活用品,ウェットティッシュ,751,5,3755,東京,クレジットカード
K004629,2024-09-02,C0030,個人,文具,修正テープ,832,10,8320,大阪,クレジットカード
K004267,2024-09-02,C0148,個人,生活用品,紙コップ（100個）,661,3,1983,北海道,クレジットカード
K004994,2024-09-02,C0190,法人,食品飲料,緑茶ペット（24本）,755,9,6795,東京,請求書払い
K000659,2024-09-02,C0125,法人,OA用品,LANケーブル（5m）,2252,10,22520,北海道,請求書払い
K003297,2024-09-02,C0163,個人,オフィス家具,デスクトップワゴン,10136,4,40544,愛知,クレジットカード
K003460,2024-09-02,C0051,法人,生活用品,ゴミ袋（90L・50枚）,1073,2,2146,愛知,請求書払い
K002644,2024-09-02,C0013,個人,文具,付箋セット,588,4,2352,神奈川,代金引換
K001850,2024-09-02,C0149,法人,OA用品,USBメモリ32GB,2388,23,54924,大阪,銀行振込
K001517,2024-09-02,C0197,個人,生活用品,ゴミ袋（90L・50枚）,1673,4,6692,愛知,クレジットカード
K001316,2024-09-02,C0232,法人,食品飲料,スティックスープ,727,7,5089,神奈川,銀行振込
K004271,2024-09-02,C0129,個人,文具,ボールペン（10本）,1019,4,4076,東京,クレジットカード
K001825,2024-09-02,C0010,法人,オフィス家具,会議用テーブル,8554,2,17108,埼玉,銀行振込
K004580,2024-09-02,C0094,個人,生活用品,ウェットティッシュ,3715,1,3715,神奈川,代金引換
K000873,2024-09-02,C0285,法人,食品飲料,スティックスープ,352,4,1408,神奈川,銀行振込
K002185,2024-09-03,C0111,個人,文具,ボールペン（10本）,545,3,1635,北海道,請求書払い
K001219,2024-09-03,C0256,法人,文具,付箋セット,1542,2,3084,東京,銀行振込
K003340,2024-09-03,C0031,個人,食品飲料,スティックスープ,1342,5,6710,大阪,クレジットカード
K001710,2024-09-03,C0287,法人,OA用品,LANケーブル（5m）,4275,6,25650,埼玉,銀行振込
K000943,2024-09-03,C0069,個人,文具,修正テープ,953,3,2859,東京,クレジットカード
K000278,2024-09-03,C0174,法人,OA用品,電卓,985,1,985,東京,請求書払い
K004548,2024-09-03,C0274,法人,生活用品,紙コップ（100個）,1326,18,23868,大阪,請求書払い
K002274,2024-09-03,C0073,個人,食品飲料,緑茶ペット（24本）,349,4,1396,東京,クレジットカード
K001235,2024-09-03,C0004,法人,OA用品,USBメモリ32GB,3120,3,9360,東京,銀行振込
K002668,2024-09-03,C0206,法人,OA用品,LANケーブル（5m）,3128,3,9384,大阪,請求書払い
K003156,2024-09-03,C0041,個人,オフィス家具,会議用テーブル,4571,1,4571,東京,クレジットカード
K000219,2024-09-03,C0220,法人,文具,付箋セット,685,39,26715,東京,請求書払い
K003418,2024-09-03,C0166,法人,オフィス家具,パーテーション,3570,3,10710,愛知,請求書払い
K004146,2024-09-03,C0187,個人,オフィス家具,オフィスチェア,12488,3,37464,神奈川,請求書払い
K002059,2024-09-03,C0085,法人,OA用品,トナーカートリッジ,3815,1,3815,大阪,請求書払い
K003446,2024-09-03,C0184,個人,文具,修正テープ,1115,12,13380,愛知,クレジットカード
K002115,2024-09-03,C0182,個人,OA用品,USBメモリ32GB,4245,1,4245,東京,代金引換
K001462,2024-09-03,C0115,個人,OA用品,LANケーブル（5m）,2488,3,7464,愛知,クレジットカード
K000462,2024-09-03,C0027,法人,文具,修正テープ,402,15,6030,北海道,銀行振込
K001092,2024-09-03,C0052,法人,文具,付箋セット,1606,6,9636,神奈川,請求書払い
K002161,2024-09-03,C0245,法人,OA用品,コピー用紙（A4・500枚）,1050,5,5250,東京,銀行振込
K002030,2024-09-03,C0165,個人,オフィス家具,会議用テーブル,1491,2,2982,大阪,クレジットカード
K002894,2024-09-03,C0274,法人,食品飲料,ドリップコーヒー（50杯）,401,47,18847,福岡,請求書払い
K001336,2024-09-03,C0087,法人,生活用品,紙コップ（100個）,422,4,1688,福岡,請求書払い
K000213,2024-09-03,C0068,個人,文具,クリアファイル（20枚）,324,18,5832,愛知,クレジットカード
K000887,2024-09-03,C0059,法人,食品飲料,ドリップコーヒー（50杯）,808,2,1616,東京,請求書払い
K002371,2024-09-03,C0057,法人,OA用品,LANケーブル（5m）,1695,5,8475,東京,銀行振込
K001612,2024-09-03,,法人,食品飲料,ドリップコーヒー（50杯）,842,2,1684,大阪,請求書払い
K000221,2024-09-04,C0012,法人,食品飲料,緑茶ペット（24本）,209,9,1881,神奈川,銀行振込
K001006,2024-09-04,C0181,個人,生活用品,ゴミ袋（90L・50枚）,1908,8,15264,福岡,代金引換
K002088,2024-09-04,C0048,法人,OA用品,USBメモリ32GB,2548,1,2548,東京,銀行振込
K001460,2024-09-04,C0058,法人,オフィス家具,会議用テーブル,3871,1,3871,東京,銀行振込
K002851,2024-09-04,,法人,文具,ノート（A4・5冊）,503,12,6036,愛知,請求書払い
K003055,2024-09-04,C0190,法人,食品飲料,ドリップコーヒー（50杯）,534,13,6942,愛知,請求書払い
K001148,2024-09-04,C0149,法人,文具,付箋セット,506,8,4048,神奈川,クレジットカード
K003312,2024-09-04,C0174,法人,OA用品,USBメモリ32GB,3485,4,13940,東京,請求書払い
K003775,2024-09-04,C0080,法人,OA用品,コピー用紙（A4・500枚）,2228,3,6684,福岡,請求書払い
K002660,2024-09-04,C0031,個人,生活用品,ゴミ袋（90L・50枚）,1037,12,12444,北海道,代金引換
K001996,2024-09-04,C0026,法人,文具,付箋セット,385,20,7700,神奈川,請求書払い
K000186,2024-09-04,C0169,法人,文具,ノート（A4・5冊）,1332,2,2664,大阪,クレジットカード
K003495,2024-09-04,C0131,法人,文具,クリアファイル（20枚）,1253,8,10024,大阪,請求書払い
K001125,2024-09-04,C0174,法人,文具,付箋セット,3143,3,9429,埼玉,請求書払い
K001464,2024-09-04,C0041,個人,食品飲料,ミネラルウォーター（24本）,224,11,2464,北海道,クレジットカード
K003360,2024-09-04,C0223,法人,生活用品,ウェットティッシュ,647,4,2588,東京,請求書払い
K003779,2024-09-04,C0018,個人,OA用品,USBメモリ32GB,2698,2,5396,埼玉,クレジットカード
K003796,2024-09-04,C0282,個人,オフィス家具,パーテーション,6930,1,6930,福岡,代金引換
K002541,2024-09-04,C0277,法人,OA用品,電卓,2105,10,21050,東京,請求書払い
K000878,2024-09-04,C0159,法人,文具,付箋セット,954,8,7632,東京,請求書払い
K004265,2024-09-04,C0105,個人,生活用品,紙コップ（100個）,632,4,2528,埼玉,クレジットカード
K001811,2024-09-04,C0275,法人,OA用品,USBメモリ32GB,2138,7,14966,大阪,請求書払い
K004256,2024-09-04,C0009,法人,文具,修正テープ,488,3,1464,北海道,請求書払い
K003928,2024-09-04,C0072,法人,食品飲料,ミネラルウォーター（24本）,152,9,1368,東京,銀行振込
K000353,2024-09-04,C0062,法人,OA用品,トナーカートリッジ,3132,5,15660,東京,請求書払い
K001329,2024-09-04,C0182,個人,文具,ノート（A4・5冊）,535,6,3210,大阪,代金引換
K003869,2024-09-04,C0273,個人,OA用品,電卓,2242,3,6726,神奈川,クレジットカード
K002932,2024-09-04,C0142,法人,文具,ノート（A4・5冊）,641,3,1923,東京,請求書払い
K003846,2024-09-04,C0128,法人,文具,付箋セット,530,10,5300,大阪,請求書払い
K001785,2024-09-04,C0128,法人,OA用品,LANケーブル（5m）,2625,7,18375,福岡,請求書払い
K001836,2024-09-04,C0002,法人,OA用品,コピー用紙（A4・500枚）,1622,1,1622,東京,請求書払い
K001862,2024-09-04,C0124,法人,文具,ボールペン（10本）,566,6,3396,北海道,請求書払い
K001385,2024-09-04,C0241,法人,文具,ボールペン（10本）,948,6,5688,東京,銀行振込
K004039,2024-09-04,C0008,個人,生活用品,ウェットティッシュ,1482,13,19266,東京,代金引換
K000323,2024-09-04,,法人,生活用品,トイレットペーパー（12ロール）,418,8,3344,北海道,銀行振込
K003171,2024-09-04,C0207,個人,文具,ノート（A4・5冊）,367,9,3303,東京,クレジットカード
K003947,2024-09-05,C0219,個人,OA用品,電卓,3038,1,3038,大阪,代金引換
K001434,2024-09-05,C0286,法人,文具,クリアファイル（20枚）,370,30,11100,神奈川,請求書払い
K001405,2024-09-05,C0280,法人,OA用品,コピー用紙（A4・500枚）,2145,4,8580,東京,請求書払い
K003148,2024-09-05,C0171,個人,OA用品,トナーカートリッジ,4448,4,17792,神奈川,クレジットカード
K000733,2024-09-05,C0199,法人,文具,ボールペン（10本）,434,3,1302,埼玉,請求書払い
K001633,2024-09-05,C0156,法人,食品飲料,ドリップコーヒー（50杯）,996,2,1992,東京,請求書払い
K002916,2024-09-05,C0223,法人,文具,修正テープ,2884,8,23072,東京,請求書払い
K002020,2024-09-05,C0201,個人,オフィス家具,パーテーション,5852,1,5852,神奈川,代金引換
K003374,2024-09-05,C0043,法人,生活用品,ゴミ袋（90L・50枚）,1566,8,12528,北海道,クレジットカード
K003600,2024-09-05,,個人,OA用品,USBメモリ32GB,2778,3,8334,愛知,クレジットカード
K000208,2024-09-05,C0151,法人,文具,修正テープ,2277,2,4554,福岡,請求書払い
K003568,2024-09-05,C0163,個人,OA用品,電卓,4950,14,69300,東京,クレジットカード
K002832,2024-09-05,C0104,法人,食品飲料,スティックスープ,445,4,1780,大阪,請求書払い
